UserID,Age,Gender,VRHeadset,Duration,MotionSickness,ImmersionLevel
426,34,Female,Oculus Rift,26.75909436,6,3
431,31,Female,HTC Vive,45.62236639,4,2
432,60,Female,HTC Vive,43.50399478,7,5
435,34,Female,Oculus Rift,22.85257975,3,3
438,39,Female,PlayStation VR,5.163764071,6,5
440,54,Female,PlayStation VR,14.25224828,7,1
442,48,Female,PlayStation VR,22.97455208,9,5
445,39,Female,PlayStation VR,58.32677262,1,5
446,50,Female,HTC Vive,26.44013879,1,5
456,36,Female,PlayStation VR,31.4929316,10,3
459,32,Female,HTC Vive,30.64935598,2,4
460,47,Female,PlayStation VR,38.72097676,3,4
465,59,Female,HTC Vive,10.55086824,6,1
466,32,Female,HTC Vive,52.68699307,3,1
472,42,Female,Oculus Rift,42.65577711,6,4
475,50,Female,Oculus Rift,56.29719147,10,5
477,38,Female,Oculus Rift,17.46751702,6,2
478,57,Female,PlayStation VR,55.70901782,6,1
480,43,Female,HTC Vive,53.38971621,7,1
481,37,Female,Oculus Rift,40.19700453,7,3
484,53,Female,Oculus Rift,27.32032535,2,2
485,19,Female,Oculus Rift,7.74775578,4,3
488,22,Female,PlayStation VR,36.94278803,8,2
495,28,Female,Oculus Rift,5.84891774,10,3
503,42,Female,Oculus Rift,10.50254744,7,3
505,25,Female,Oculus Rift,42.49498885,3,1
506,38,Female,HTC Vive,43.60593116,6,5
507,60,Female,Oculus Rift,36.68736972,6,1
508,25,Female,HTC Vive,41.7465603,9,1
512,55,Female,Oculus Rift,57.70610731,9,2
514,32,Female,Oculus Rift,5.688446847,9,5
516,25,Female,PlayStation VR,45.60451442,1,1
517,34,Female,PlayStation VR,31.20112538,9,3
519,44,Female,HTC Vive,11.90357183,1,4
524,54,Female,PlayStation VR,50.75314895,7,5
527,32,Female,HTC Vive,12.28812631,9,1
529,44,Female,HTC Vive,33.36463889,2,5
539,57,Female,PlayStation VR,18.73757153,3,1
541,28,Female,PlayStation VR,18.7222754,4,2
544,58,Female,PlayStation VR,58.39915838,4,1
545,30,Female,PlayStation VR,53.36696272,2,4
546,53,Female,HTC Vive,47.664316,5,5
550,58,Female,HTC Vive,37.88778605,10,1
552,19,Female,HTC Vive,34.6927276,3,3
554,44,Female,PlayStation VR,15.10303234,6,5
560,42,Female,PlayStation VR,30.57969803,8,1
562,36,Female,HTC Vive,48.96573341,7,1
564,40,Female,PlayStation VR,55.2436066,3,1
565,24,Female,PlayStation VR,21.68977983,10,4
566,40,Female,Oculus Rift,46.5924707,3,2
568,42,Female,PlayStation VR,34.55915136,6,1
571,53,Female,PlayStation VR,46.75219748,8,4
572,46,Female,PlayStation VR,39.10042755,6,1
575,51,Female,Oculus Rift,57.87344925,4,1
579,55,Female,Oculus Rift,52.87449815,8,2
584,58,Female,Oculus Rift,54.28276719,1,2
586,41,Female,HTC Vive,6.962830053,1,2
589,18,Female,PlayStation VR,25.16181412,1,3
591,36,Female,HTC Vive,24.39279065,5,4
595,35,Female,Oculus Rift,42.60696321,7,3
597,60,Female,PlayStation VR,41.39187595,2,3
600,45,Female,HTC Vive,23.06903479,10,4
603,32,Female,HTC Vive,46.04617694,2,3
605,34,Female,PlayStation VR,33.02848281,4,5
608,33,Female,HTC Vive,10.26367432,6,2
609,45,Female,PlayStation VR,42.48300195,1,3
610,36,Female,HTC Vive,41.73645313,5,3
611,59,Female,HTC Vive,32.56129734,6,2
613,40,Female,HTC Vive,37.04216045,10,5
618,32,Female,PlayStation VR,21.12486985,3,5
619,38,Female,HTC Vive,41.70899277,2,3
620,59,Female,HTC Vive,30.55975164,4,5
621,28,Female,Oculus Rift,36.22880345,5,4
626,32,Female,HTC Vive,28.42854202,4,4
628,28,Female,PlayStation VR,8.49337283,2,2
629,58,Female,HTC Vive,39.6431759,1,3
631,40,Female,Oculus Rift,56.38050175,4,5
632,29,Female,HTC Vive,27.62981512,6,3
634,52,Female,Oculus Rift,57.32490631,6,3
635,23,Female,HTC Vive,39.20571937,7,5
636,29,Female,Oculus Rift,25.12481508,2,5
640,31,Female,PlayStation VR,28.10511784,7,5
644,51,Female,Oculus Rift,42.90214639,2,4
649,52,Female,HTC Vive,35.60940016,1,4
650,27,Female,Oculus Rift,55.93195696,2,2
661,46,Female,HTC Vive,53.64220142,7,3
664,32,Female,HTC Vive,18.03083387,5,3
665,58,Female,HTC Vive,37.37858302,6,4
670,25,Female,HTC Vive,6.081832677,7,5
672,24,Female,HTC Vive,12.64625436,6,3
673,58,Female,Oculus Rift,13.39727976,1,1
676,29,Female,HTC Vive,59.71952888,1,4
677,41,Female,Oculus Rift,45.4079378,2,3
685,37,Female,PlayStation VR,18.14745801,4,3
686,37,Female,HTC Vive,31.53659577,1,4
687,23,Female,HTC Vive,45.93119526,10,1
688,54,Female,Oculus Rift,9.019456837,9,2
689,23,Female,HTC Vive,5.039438806,5,4
692,46,Female,HTC Vive,36.48275067,5,1
696,47,Female,HTC Vive,27.9107645,10,2
697,57,Female,HTC Vive,15.84732397,4,3
701,43,Female,HTC Vive,6.40948256,7,4
709,54,Female,Oculus Rift,29.1707325,7,1
710,51,Female,Oculus Rift,26.36584109,2,5
711,49,Female,HTC Vive,45.1972029,4,4
712,38,Female,PlayStation VR,39.38433532,6,1
714,44,Female,PlayStation VR,5.737699957,3,1
716,59,Female,HTC Vive,12.75160994,3,1
718,18,Female,PlayStation VR,26.34236175,10,4
720,60,Female,HTC Vive,38.59325931,2,2
721,29,Female,Oculus Rift,29.43946206,9,3
726,19,Female,HTC Vive,20.27432237,3,3
728,38,Female,Oculus Rift,11.48755385,2,2
736,42,Female,PlayStation VR,38.40969859,3,5
744,58,Female,PlayStation VR,25.47547638,3,4
745,23,Female,Oculus Rift,56.46701388,3,3
747,36,Female,HTC Vive,31.67266835,2,3
760,32,Female,HTC Vive,54.69087972,7,3
764,36,Female,HTC Vive,18.25054175,7,4
767,42,Female,Oculus Rift,13.80464326,10,2
774,31,Female,HTC Vive,54.21627997,6,3
775,33,Female,HTC Vive,5.865298058,2,1
779,30,Female,PlayStation VR,28.98755115,7,1
783,57,Female,Oculus Rift,32.48138297,1,5
786,26,Female,PlayStation VR,16.27220909,2,5
790,47,Female,Oculus Rift,42.10872316,5,4
798,33,Female,Oculus Rift,11.35300627,1,2
801,54,Female,PlayStation VR,38.38103718,6,2
805,53,Female,Oculus Rift,15.81426569,7,5
819,46,Female,Oculus Rift,39.76023156,6,5
821,20,Female,PlayStation VR,13.87761533,10,2
825,32,Female,HTC Vive,53.15347553,4,5
828,40,Female,PlayStation VR,58.61393691,7,5
834,39,Female,PlayStation VR,9.934888668,5,1
836,54,Female,PlayStation VR,33.11043207,6,5
839,40,Female,PlayStation VR,30.12797422,8,2
840,35,Female,PlayStation VR,30.93054939,5,4
841,40,Female,PlayStation VR,51.51402965,6,2
842,38,Female,PlayStation VR,19.45548344,6,1
843,33,Female,PlayStation VR,27.58147027,4,5
844,26,Female,PlayStation VR,58.0533462,5,2
845,33,Female,Oculus Rift,37.78776335,10,4
848,45,Female,Oculus Rift,8.505194659,5,5
849,25,Female,HTC Vive,49.48069841,2,4
853,49,Female,Oculus Rift,29.95667667,7,2
855,37,Female,PlayStation VR,12.15971194,3,4
856,30,Female,PlayStation VR,50.34654297,5,3
858,21,Female,PlayStation VR,41.15652513,10,5
860,27,Female,PlayStation VR,6.646423801,1,4
866,53,Female,PlayStation VR,42.61140571,2,4
867,39,Female,Oculus Rift,42.27400868,9,2
869,50,Female,PlayStation VR,57.40911103,1,3
873,22,Female,Oculus Rift,58.92898363,3,5
875,31,Female,HTC Vive,38.28322039,1,3
885,48,Female,Oculus Rift,41.51218671,3,3
887,28,Female,Oculus Rift,37.98392614,6,3
893,60,Female,Oculus Rift,29.72247663,4,3
894,38,Female,PlayStation VR,26.45948813,10,4
900,50,Female,Oculus Rift,46.61755803,9,5
916,41,Female,Oculus Rift,37.63148949,8,1
919,18,Female,Oculus Rift,59.98372316,6,5
920,20,Female,PlayStation VR,11.52596469,3,2
922,20,Female,HTC Vive,54.0259476,8,2
923,25,Female,HTC Vive,53.73668494,3,1
926,34,Female,PlayStation VR,55.55302432,5,3
929,29,Female,Oculus Rift,38.06156539,1,2
940,31,Female,PlayStation VR,34.25229952,6,5
942,36,Female,Oculus Rift,11.18011619,3,4
947,45,Female,Oculus Rift,28.43450221,7,2
949,25,Female,HTC Vive,41.91381776,8,5
953,23,Female,Oculus Rift,30.83238131,10,4
954,25,Female,PlayStation VR,35.42094158,9,4
958,23,Female,HTC Vive,20.34130558,7,3
960,58,Female,PlayStation VR,12.67175978,8,1
964,42,Female,PlayStation VR,19.29838382,6,3
968,60,Female,PlayStation VR,20.49622309,3,2
971,50,Female,PlayStation VR,42.90628289,7,2
974,27,Female,PlayStation VR,29.17628252,6,4
975,35,Female,Oculus Rift,8.13473459,7,2
982,53,Female,PlayStation VR,43.5143979,6,2
983,20,Female,HTC Vive,57.16455299,10,4
984,18,Female,PlayStation VR,18.08023591,8,5
988,25,Female,Oculus Rift,32.5488429,6,1
989,42,Female,Oculus Rift,28.63275959,5,4
991,33,Female,HTC Vive,54.90928338,3,5
992,52,Female,Oculus Rift,12.69381498,4,4
993,37,Female,Oculus Rift,9.172770724,7,5
1000,46,Female,PlayStation VR,37.51114087,7,3
1,40,Male,HTC Vive,13.59850823,8,5
3,27,Male,PlayStation VR,16.5433874,4,2
4,33,Male,HTC Vive,42.5740833,6,3
5,51,Male,PlayStation VR,22.45264666,4,2
10,60,Male,Oculus Rift,34.47060622,5,4
11,37,Male,Oculus Rift,43.36907617,2,1
13,45,Male,PlayStation VR,58.13551525,5,3
15,23,Male,HTC Vive,57.1473717,7,4
17,48,Male,PlayStation VR,22.86465199,10,5
18,54,Male,PlayStation VR,36.80742592,4,2
22,57,Male,Oculus Rift,23.58456431,4,3
28,24,Male,HTC Vive,34.09273884,7,3
31,31,Male,Oculus Rift,32.52059874,7,1
34,49,Male,PlayStation VR,28.80686781,10,1
38,41,Male,Oculus Rift,52.72082315,3,4
42,33,Male,HTC Vive,40.54652248,5,1
54,54,Male,HTC Vive,53.91962373,5,2
56,45,Male,HTC Vive,49.64095633,6,2
63,56,Male,PlayStation VR,50.04306924,6,3
64,47,Male,HTC Vive,50.52823105,2,5
65,43,Male,PlayStation VR,17.27044922,10,2
66,54,Male,HTC Vive,42.75846765,7,2
68,57,Male,PlayStation VR,5.536129569,6,5
69,23,Male,HTC Vive,48.5699483,6,4
70,43,Male,HTC Vive,39.56828853,9,3
75,19,Male,PlayStation VR,41.27046296,10,3
77,47,Male,PlayStation VR,27.19291658,7,4
81,27,Male,HTC Vive,42.1682656,1,4
87,37,Male,Oculus Rift,55.22343707,2,2
101,21,Male,HTC Vive,43.6286704,8,1
103,22,Male,HTC Vive,27.97101602,5,3
104,58,Male,Oculus Rift,5.938233638,8,2
105,27,Male,HTC Vive,44.62556264,1,3
106,38,Male,Oculus Rift,37.21702116,4,2
107,29,Male,HTC Vive,58.5755501,3,2
108,55,Male,PlayStation VR,43.45321304,10,4
111,25,Male,Oculus Rift,25.32700077,3,2
114,42,Male,Oculus Rift,31.64601162,8,4
117,34,Male,Oculus Rift,6.139005594,5,1
119,40,Male,HTC Vive,42.45362128,5,1
120,38,Male,PlayStation VR,17.99089159,3,4
131,19,Male,PlayStation VR,5.193212458,5,5
140,58,Male,Oculus Rift,28.87942196,2,1
144,21,Male,Oculus Rift,32.33167013,9,1
146,31,Male,Oculus Rift,54.33275421,3,1
161,60,Male,PlayStation VR,29.02529682,8,1
165,19,Male,Oculus Rift,31.38581412,5,2
167,30,Male,HTC Vive,13.41764159,6,5
170,36,Male,PlayStation VR,41.14762387,10,1
172,43,Male,HTC Vive,48.10267845,1,1
176,38,Male,PlayStation VR,21.83719811,9,2
178,23,Male,HTC Vive,19.48142485,1,2
182,24,Male,Oculus Rift,59.16657408,2,4
187,42,Male,Oculus Rift,13.39637036,2,1
195,39,Male,Oculus Rift,45.16754835,8,3
198,55,Male,Oculus Rift,42.96134384,8,5
201,55,Male,Oculus Rift,8.461335309,3,4
202,38,Male,HTC Vive,25.71767961,3,4
207,18,Male,HTC Vive,31.57710486,4,4
209,25,Male,Oculus Rift,13.8184404,7,2
210,48,Male,Oculus Rift,31.17981023,1,5
214,42,Male,HTC Vive,21.11769087,6,4
216,59,Male,PlayStation VR,55.26796192,5,5
217,32,Male,Oculus Rift,56.22834913,9,5
218,20,Male,Oculus Rift,51.4861096,6,3
229,30,Male,HTC Vive,15.07271876,9,2
231,31,Male,Oculus Rift,49.2246319,3,5
232,25,Male,Oculus Rift,23.18860293,10,2
233,60,Male,PlayStation VR,17.25206891,9,3
239,23,Male,PlayStation VR,6.632134054,3,2
241,20,Male,PlayStation VR,36.81661793,3,4
245,35,Male,Oculus Rift,41.6006496,2,5
250,38,Male,HTC Vive,20.68966799,7,3
251,34,Male,Oculus Rift,25.93196691,4,4
252,35,Male,HTC Vive,14.53583483,5,1
255,32,Male,Oculus Rift,59.13765191,9,1
262,41,Male,PlayStation VR,12.32202946,4,4
263,48,Male,Oculus Rift,22.68333399,4,1
265,24,Male,HTC Vive,51.8972674,8,2
266,29,Male,PlayStation VR,21.41130194,8,2
267,53,Male,HTC Vive,28.26095299,5,1
278,39,Male,HTC Vive,58.32511039,6,4
281,24,Male,PlayStation VR,55.57757197,9,1
282,47,Male,HTC Vive,44.40805706,5,3
287,56,Male,Oculus Rift,43.61129638,8,2
292,42,Male,HTC Vive,35.26673116,3,5
293,51,Male,PlayStation VR,21.39356751,5,3
296,33,Male,Oculus Rift,52.44700641,9,3
297,23,Male,PlayStation VR,43.89558721,7,1
306,34,Male,PlayStation VR,37.11842033,1,5
307,18,Male,HTC Vive,53.95627156,9,4
308,58,Male,Oculus Rift,57.28311991,10,1
314,33,Male,PlayStation VR,56.72684107,8,2
315,41,Male,HTC Vive,28.07512996,1,3
321,25,Male,PlayStation VR,12.46825378,6,5
327,47,Male,Oculus Rift,53.93997048,2,1
329,35,Male,HTC Vive,41.85057665,7,5
333,33,Male,Oculus Rift,54.39761656,8,1
336,33,Male,HTC Vive,36.31931612,7,4
337,35,Male,Oculus Rift,30.57158105,8,3
338,28,Male,HTC Vive,39.65986005,6,3
340,59,Male,Oculus Rift,51.28791537,7,2
341,24,Male,PlayStation VR,42.22566106,2,3
342,49,Male,Oculus Rift,56.6583969,10,5
343,18,Male,PlayStation VR,36.61681051,8,2
346,24,Male,PlayStation VR,27.64425584,7,4
347,40,Male,Oculus Rift,11.58300282,7,1
348,31,Male,PlayStation VR,18.38947455,1,2
353,29,Male,Oculus Rift,31.47495387,5,4
357,50,Male,PlayStation VR,32.79333327,3,4
358,26,Male,HTC Vive,40.22589466,1,5
362,40,Male,HTC Vive,17.96340375,1,3
363,30,Male,PlayStation VR,25.46276738,7,4
364,28,Male,PlayStation VR,38.95967546,4,3
365,35,Male,PlayStation VR,51.14778728,1,5
369,54,Male,PlayStation VR,21.01379774,5,4
372,29,Male,PlayStation VR,12.25029467,4,2
377,31,Male,PlayStation VR,7.382005077,2,5
382,19,Male,PlayStation VR,6.032857958,8,2
388,19,Male,PlayStation VR,27.11501243,5,5
391,60,Male,PlayStation VR,49.65683178,8,3
394,39,Male,HTC Vive,54.23742526,5,4
400,33,Male,PlayStation VR,16.91562856,6,2
402,51,Male,PlayStation VR,5.599194604,10,2
405,33,Male,Oculus Rift,34.47676395,4,3
406,54,Male,PlayStation VR,35.31450833,7,4
408,49,Male,HTC Vive,39.62869467,5,3
412,54,Male,PlayStation VR,37.21405085,6,3
414,53,Male,HTC Vive,54.45543335,9,2
415,35,Male,HTC Vive,14.67700682,10,5
420,24,Male,PlayStation VR,11.5696783,4,1
423,51,Male,HTC Vive,41.77726992,1,1
429,22,Male,HTC Vive,21.9804308,8,1
433,42,Male,Oculus Rift,50.99953502,4,1
434,60,Male,Oculus Rift,43.70206629,7,3
443,20,Male,HTC Vive,23.91524792,9,5
444,20,Male,HTC Vive,59.09698711,1,2
449,28,Male,Oculus Rift,49.27060191,1,2
451,35,Male,HTC Vive,40.85256498,5,3
452,37,Male,PlayStation VR,7.135402444,10,4
453,30,Male,PlayStation VR,15.6939713,4,4
454,52,Male,Oculus Rift,7.413478751,5,4
455,57,Male,Oculus Rift,9.402751969,10,4
461,24,Male,Oculus Rift,37.43861458,6,2
463,41,Male,HTC Vive,23.39790324,9,5
464,24,Male,HTC Vive,57.86829033,6,5
473,38,Male,HTC Vive,32.40555286,5,5
474,29,Male,HTC Vive,15.80160463,4,4
486,29,Male,HTC Vive,29.37373719,9,2
492,52,Male,Oculus Rift,58.95206973,6,3
497,58,Male,HTC Vive,34.20117362,2,4
498,60,Male,HTC Vive,55.78402961,1,2
500,18,Male,PlayStation VR,57.233404,6,3
502,50,Male,PlayStation VR,18.30911173,3,4
510,42,Male,Oculus Rift,16.0514859,9,3
511,22,Male,HTC Vive,42.63718284,3,4
513,26,Male,PlayStation VR,44.66138527,5,1
518,52,Male,HTC Vive,28.04726201,2,5
522,57,Male,Oculus Rift,10.50126144,4,1
525,26,Male,HTC Vive,21.96538427,7,5
526,33,Male,HTC Vive,35.45433816,8,2
528,44,Male,HTC Vive,36.56069215,10,1
531,29,Male,PlayStation VR,51.25875061,6,2
533,28,Male,PlayStation VR,12.6841395,2,1
534,49,Male,HTC Vive,24.60764013,10,3
536,21,Male,PlayStation VR,8.50416059,10,1
537,29,Male,Oculus Rift,34.9819464,6,4
538,49,Male,Oculus Rift,27.80817257,7,5
542,26,Male,PlayStation VR,34.75027787,8,5
543,59,Male,HTC Vive,33.44925024,10,4
553,23,Male,Oculus Rift,53.19826054,6,3
555,48,Male,HTC Vive,38.49464822,9,3
556,31,Male,PlayStation VR,36.83491229,3,5
558,55,Male,PlayStation VR,8.012024009,1,3
559,34,Male,HTC Vive,28.51203083,4,5
561,28,Male,Oculus Rift,16.0447198,8,4
570,40,Male,Oculus Rift,17.14974901,6,3
574,30,Male,PlayStation VR,44.10131763,4,2
577,55,Male,PlayStation VR,21.38721171,3,2
578,33,Male,PlayStation VR,10.21677034,2,5
580,30,Male,Oculus Rift,24.91250581,7,4
582,48,Male,Oculus Rift,55.9375409,8,4
583,54,Male,HTC Vive,58.01025868,4,2
585,39,Male,PlayStation VR,13.41887336,8,3
592,19,Male,PlayStation VR,41.78188901,5,5
593,43,Male,Oculus Rift,35.18746134,6,1
599,52,Male,Oculus Rift,33.3501949,8,2
601,41,Male,Oculus Rift,8.044430774,2,4
602,35,Male,PlayStation VR,48.72427133,3,4
607,49,Male,HTC Vive,48.5355523,2,5
614,41,Male,Oculus Rift,51.55302668,2,5
615,32,Male,HTC Vive,42.41065657,1,2
616,47,Male,HTC Vive,57.7326364,3,3
617,18,Male,Oculus Rift,55.58435719,6,4
622,46,Male,Oculus Rift,42.11852586,1,1
623,18,Male,PlayStation VR,58.3314898,7,3
625,30,Male,Oculus Rift,22.83076022,5,1
630,37,Male,Oculus Rift,34.18610776,7,4
638,56,Male,Oculus Rift,51.55099938,2,4
642,19,Male,PlayStation VR,5.219837804,7,5
643,35,Male,Oculus Rift,16.05028298,10,4
645,21,Male,Oculus Rift,9.140250296,10,5
652,31,Male,Oculus Rift,6.479924881,7,5
653,53,Male,PlayStation VR,21.22307998,3,2
654,24,Male,Oculus Rift,24.66671995,5,3
655,50,Male,Oculus Rift,50.27259281,9,1
656,53,Male,Oculus Rift,49.10237486,3,4
663,26,Male,HTC Vive,25.23905542,2,2
666,37,Male,Oculus Rift,55.36905245,6,3
668,44,Male,PlayStation VR,19.81768897,8,5
669,55,Male,HTC Vive,23.06611954,3,5
674,25,Male,PlayStation VR,23.72181841,7,3
675,58,Male,Oculus Rift,26.95120548,2,3
678,30,Male,PlayStation VR,15.01368698,1,2
679,32,Male,PlayStation VR,25.46600371,2,2
681,39,Male,Oculus Rift,11.89940155,2,2
683,28,Male,Oculus Rift,26.62940069,7,2
690,45,Male,HTC Vive,14.48948384,8,4
693,30,Male,HTC Vive,6.783692222,4,5
694,49,Male,Oculus Rift,36.20929133,3,5
695,50,Male,HTC Vive,13.05610317,9,2
698,37,Male,HTC Vive,25.1905892,5,3
699,23,Male,Oculus Rift,56.42729422,8,3
700,50,Male,Oculus Rift,34.90247775,6,4
703,49,Male,HTC Vive,16.79852109,8,4
704,45,Male,Oculus Rift,24.62454381,1,2
705,21,Male,PlayStation VR,16.32199423,10,1
707,38,Male,Oculus Rift,36.35503865,6,3
713,40,Male,Oculus Rift,11.58562777,6,4
715,24,Male,HTC Vive,54.21097549,2,4
719,29,Male,Oculus Rift,5.095207217,7,1
722,49,Male,Oculus Rift,52.8079478,2,1
723,35,Male,HTC Vive,50.31099964,3,1
724,39,Male,HTC Vive,23.54462437,6,1
727,32,Male,Oculus Rift,30.94959163,7,4
731,49,Male,HTC Vive,30.72428512,3,3
732,53,Male,Oculus Rift,22.71738013,5,1
737,45,Male,Oculus Rift,54.8161835,8,1
740,47,Male,PlayStation VR,31.09683909,5,4
